"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Germany","DEU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","19624.7497590296","20202.4337430061","20970.6264326325","21903.4035074806","22089.7489661836","21980.0878897735","23167.0592614971","23996.7729121627","24740.2365269267","25755.6578068766","26064.3893139114","26162.4546274364","26083.9521450124","26563.6449361396","27408.0998134019","28108.8930128788","28738.6826117652","29096.9101849167","30057.941478281","30988.589460293","32337.1010226197","33742.2192171049","34130.852397553","33583.0060357251","34289.1247492873","34782.5686253047","34965.6908864708","35560.2092859448","36258.6744317081","36955.2896071002","37998.4253119991","38577.7256293297","38512.9200411024","38218.3496455934","38673.8881132052","38969.3216980632","40456.8573802769","41831.8670883098","42365.0974955812","40086.1047594417","41785.556912554","44125.3314116503","44259.2599053983","44354.7368865267","45022.5653486423","45412.5568082313","45923.0075696152","46747.1924708096","",
"Djibouti","DJI","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1325.99072352076","","","","","","","","",
"Dominica","DMA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","2619.90082932723","2863.51244844865","2316.48121949834","2612.93413901671","2893.5538137898","3021.2074395814","3115.97345606225","3270.1017896577","3342.23812984356","3608.93211522514","3871.29138200239","4210.43220303303","4231.87825935552","4481.06515859973","4546.78635709896","4630.71851818634","4714.8964020847","4705.72808182737","4848.65927080629","5014.87618343797","5152.85785481507","5382.54161059495","5431.54258717631","5576.72354083541","5573.70119980843","5404.08266779513","5725.36797237974","5876.05543959761","5893.84744860972","6152.74673279931","6530.48865073861","6983.30310619359","6886.59695145549","6912.43571398947","6870.23950160465","6766.739598192","6692.54795577172","6949.99103826743","6737.1839797339","6871.31563027438","6184.33783241906","",
"Denmark","DNK","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","21075.5995160095","22263.9985250629","23343.2340460902","23307.6099236766","25265.4769550392","26211.336792599","26714.3842484323","27411.4732876204","28328.0684705826","29953.0093810826","30541.9261314246","31241.8666254201","32284.274566081","33403.1163125138","32874.7759712924","32302.6882238218","34130.5896631199","34660.8123647392","35322.5878820904","36599.2293718218","36378.1938203146","36146.1325856468","37505.540682052","38505.6387639888","40130.8556446144","41720.6574119571","43708.2546949267","43763.9041090746","43736.6807889816","43992.4784272093","44569.0111242296","45073.025211397","45803.4000912097","45655.9186216693","47928.3657984931","49122.8819343921","50262.2255029854","51685.9805167323","52640.9395201556","54013.7779786091","55850.6364296358","56108.9627194633","56190.8145223533","56256.7676111391","57608.7348945083","58792.6713818243","60892.7666094246","61174.5451464235","60504.7752990886","57229.0516378881","58041.4112245601","58575.6189162915","58487.7863650965","58788.0817870167","59437.9338973302","59967.742823222","60670.2372143145","61582.166068968","",
"Dominican Republic","DOM","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1326.90528171989","1253.49311997745","1419.27185036351","1462.81595817801","1512.18181662885","1282.15329669075","1410.26341221507","1413.48161502656","1375.21382268952","1481.07512219027","1701.61898597478","1834.46564437963","1970.33575703285","2165.50928328513","2236.01315765209","2292.54894570401","2386.19453776756","2444.3659668076","2437.39863674223","2488.4080868176","2625.03592542717","2675.52056008166","2660.43935560749","2722.63365194753","2697.40759720072","2584.29673108034","2619.72789798752","2825.89029402826","2828.81749781469","2894.75371464567","2683.2563448664","2656.09589335088","2897.60003176365","3052.58167442577","3074.76345706877","3192.19325776779","3325.42350390519","3561.30158752471","3739.54384735999","3899.28832614306","4017.43116900421","4052.58149162277","4169.9455515898","4051.68313744199","4094.07625675253","4414.81208536401","4751.04136303466","5031.95369694197","5122.22509033393","5101.21675158363","5453.92686069139","5552.39562745374","5631.46806865563","5833.43517086176","6203.72597109496","6562.76709405155","6917.60494356192","7153.07871811932","",
"Algeria","DZA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","2466.03823773921","2078.22193264149","1628.38872469851","2133.31860696595","2200.81387552427","2276.14699806443","2107.80039069983","2242.45041658515","2414.01669523072","2543.56326506323","2691.80231716574","2321.35040216342","2877.74526458977","2906.70050213366","3039.42057095695","3104.49357283744","3270.68035550656","3345.37801658058","3548.90006516235","3702.77744976188","3620.70353744051","3616.0163127638","3729.25717804288","3809.80376338816","3900.85047953641","3924.70927125649","3825.90401773088","3691.64755540573","3554.62274036993","3613.14659345199","3550.03267154172","3422.63861820934","3403.90345222401","3259.84367977166","3164.8985771543","3223.55756040321","3297.86337455833","3281.10213909542","3397.41019779189","3457.13704649758","3541.07203679729","3600.4372541096","3754.51627515001","3974.17503202227","4091.1442350798","4273.31275146765","4282.32823091748","4359.37574752245","4390.49963275957","4386.03889558891","4463.39467488951","4504.92009813206","4564.43501678967","4596.21962738807","4675.88502447667","4759.5952415194","4827.72425138732","4820.43406371988","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","288.76467039082","256.472019162126","252.774212864405","260.650237618311","279.50285549233","299.596280758936","313.462721256588","302.530833883861","302.528492949403","325.992520366281","357.583084199989","371.599193502876","380.954942598333","403.041647163552","411.300887824995","429.428692796127","436.321979384581","462.688655710953","497.025595880463","524.185871969313","555.588899788785","578.810775933331","603.344365532198","636.879680824754","686.061612551883","723.850908247464","761.101566892557","813.646499749084","875.845978177252","912.413021288119","946.426292870307","1006.216862774","1099.0539836308","1202.67356164142","1313.57160667401","1423.35847425563","1531.86051047611","1620.21286722549","1630.10150480879","1711.60168965128","1821.96700261382","1926.08801605002","2059.06119331304","2219.85805729567","2398.60949573556","2610.67411552821","2869.77231861832","3195.16571169735","3439.58034494652","3677.87705791009","4008.91201168156","4317.14241235736","4607.84800631849","4903.599373182","5197.23039033317","5495.2070185236","5800.79438288166","6137.94945257854","",
"East Asia & Pacific","EAS","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1283.90806792145","1354.84796800784","1419.89495435657","1494.78526142063","1615.67049282325","1682.21875996945","1786.5063555051","1892.40049162174","2039.53095968506","2217.25024849642","2228.75144075396","2283.60583912074","2396.08884926071","2524.69003881608","2485.47959015896","2521.92501659661","2584.49179258385","2673.29176643654","2781.3897729147","2898.6997166633","2958.71115437897","3047.71292994423","3116.21074616134","3192.21638168005","3325.93933511638","3456.44221842622","3557.39525837003","3702.69963059233","3914.88905270526","4051.17044319026","4194.66431098861","4319.34027207881","4409.23907005649","4492.07362672284","4628.65942930049","4807.17902517103","4993.32707775241","5108.94205132366","5049.8078873268","5149.7080961875","5350.8709058104","5445.22764036059","5594.4115939608","5786.36467385645","6037.85427659682","6295.7246148286","6596.03267797175","6973.34762424064","7168.06358462148","7218.3467233556","7676.52058872366","7977.52282458965","8294.49764994149","8629.70866318643","8924.76206659472","9233.97361592903","9547.73170719409","9915.06632128832","",
"Ecuador","ECU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","2237.08185171574","2285.69158091871","2330.34767613692","2311.78206786091","2412.06048091204","2419.57711038366","2341.96731536576","2379.59522583271","2355.27629784521","2394.65860587932","2486.44240754083","2568.33610574416","2621.73788065364","2904.7099578244","3141.76575149416","3392.08785036851","3545.57728236516","3507.29694561304","3610.64030862451","3648.75352577509","3687.39405684482","3795.97111963627","3723.86297722614","3619.34721303525","3622.79217461303","3672.84766715048","3707.1075274095","3607.54707174779","3727.85472547914","3675.45431642374","3720.93663277112","3790.50881374362","3782.18856452729","3770.34631460448","3844.78443886709","3847.50729154488","3832.76268967717","3917.65599711645","3966.17348925464","3706.64977662317","3678.90231648583","3759.89486102751","3848.26684555854","3888.34190144515","4139.08057299158","4286.51524651782","4400.85960185133","4421.90242783833","4624.19657905439","4573.2470841831","4657.3023611471","4943.4227039141","5140.26290700856","5311.21212093938","5428.71403106294","5352.87645717309","5209.5591528626","5256.02152956615","",
"Egypt","EGY","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","570.557419694086","583.824490510501","590.251613747754","635.067537662226","689.548095543757","704.574630787298","720.944970788334","708.066725185773","679.088503946943","697.398825924434","719.013268149699","731.13950175531","736.833538265925","746.104033499529","741.245675499569","789.668406248553","874.421927087411","931.367354584224","988.172280254397","1008.5448736691","1082.55956245089","1133.39459858664","1214.44257118978","1243.73109453676","1329.34747918188","1368.91187271043","1394.88735149157","1408.54201600732","1445.13364176588","1476.74026300375","1522.22310678926","1504.24074031002","1537.9349728096","1550.52044844857","1580.65075260967","1622.39577041779","1671.35411174848","1730.6960279851","1793.91821176302","1867.89724883221","1950.52116518725","1982.02442987623","1991.28854798284","2016.22095140326","2059.74960635463","2112.72373470167","2217.433319912","2333.45457118765","2456.68744627223","2524.38134191919","2602.47954869567","2593.21410162779","2593.11237702003","2590.9454572061","2608.26044174705","2665.23435143923","2725.55581669624","2785.24747884505","",
"Eritrea","ERI","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","378.195428852938","431.785457796836","525.724216825098","539.926147948885","584.953704958787","622.236645893419","620.91748468562","606.325512678544","571.60323059432","603.105100089819","601.034246875246","565.725053670377","556.035639862693","554.488199426537","535.929673118151","532.231477277782","471.166624825861","480.608925018737","482.1490904235","514.179598235776","","","","","","","",
"Spain","ESP","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","7359.96778939152","8155.1745418389","8884.7748093048","9652.37430604068","10064.2648062065","10578.1091452389","11229.0261865849","11573.0977644596","12176.3075593896","13130.8184215255","13542.9637099591","14002.8728529629","14977.7799033755","15966.9163340177","16680.8080703511","16590.8824112998","16958.8304429591","17261.6569978345","17346.3648377351","17201.2576255766","17440.5813769605","17294.1001121271","17404.8531023933","17626.8545529956","17867.0904536737","18215.7362037429","18752.2405339532","19741.1892291472","20702.9191827874","21668.2580500099","22464.7329153987","22978.1250190017","23078.3360923639","22722.1546792394","23153.1727955438","23686.843485455","24219.3275848937","25007.8943666805","25977.0009830159","27032.2207139117","28335.001833327","29264.8814529131","29685.3639494669","30082.6264787606","30504.3574306103","31110.0141282392","31865.3691666632","32459.9173758671","32303.2414806061","30874.126012677","30736.6278530812","30321.7048688993","29414.8569207405","29008.0209838975","29496.378933678","30532.4499736572","31505.6122034216","32405.7508143881","",
"Estonia","EST","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7313.74090418016","7817.60463830299","8840.26105693513","9293.07550974244","9186.39295449766","10108.2052912574","10816.6031531195","11546.7726523663","12481.1896137323","13346.3983138309","14681.2253747477","16285.0067216","17627.0297205183","16716.5031632479","14282.6034990097","14638.6048173457","15798.6327787681","16538.2125958308","16918.5871147773","17453.3671329897","17733.9576552073","18094.587299874","18977.3943983974","",
"Ethiopia","ETH","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","227.783443530776","223.577659874694","234.72671610926","220.927145237109","190.140249690167","201.974532545766","222.709598896732","216.663971459973","208.786873802946","207.219781404397","185.729900472915","163.623280590848","178.608647299859","177.994872829986","182.708878254476","199.005021714491","199.111302835498","186.661401911869","190.691548279665","196.504962181082","206.743143479279","203.905912859182","193.86691512919","214.044831541936","232.783200204485","251.056046526244","272.391198039068","293.853313285175","311.367743753939","341.309909200504","369.584420008787","391.131795269008","421.384135733121","452.778236027641","487.290010534001","511.187426488648","549.847872735561","",
"Fragile and conflict affected situations","FCS","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","1136.590394334","1140.94775673407","1141.70677929959","1078.06809289256","1054.42109123602","1051.02247546509","1057.80660539284","1081.39392973314","1067.71088776531","1024.75957408052","1137.78808718854","905.685468770158","933.729538324508","965.559296860685","968.303925689262","976.726936527897","1022.50753162837","1075.22168664753","1174.38021950869","1227.7842768022","1219.46941691087","1223.14870666956","1186.98801072418","1101.70875117947","1224.23919738621","1273.5154053073","1325.83312117564","1362.77038509424","1399.98918533047","1430.83447656605","1487.45647743774","1371.87200899489","1528.06605646977","1546.45319846481","1526.92688454026","1527.5827920978","1569.45150351231","1576.7456009472","",
"Finland","FIN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","12195.3280642679","13030.4598838557","13328.0819160592","13668.9439277653","14305.2131504321","15013.6629711267","15312.4118896814","15560.0180099671","15847.1013080792","17377.4406915854","18373.79065166","18783.1262896109","20116.0057692322","21399.0003808903","21976.2295032349","22273.7930840788","22283.2264036494","22274.2003438967","22858.8148888497","24424.2996337101","25660.5878865097","25882.2072097247","26532.2091838819","27197.7146200217","27922.2839315644","28789.4867096145","29478.4277861699","30441.1315800312","31934.1075100946","33437.8844069668","33514.9230312744","31360.954387065","30148.4350073736","29782.5435266688","30822.6083597141","31997.004165002","33059.0966943048","35021.5866269695","36824.847965247","38372.2220413352","40450.3733748937","41399.9435810574","41993.6890221885","42729.0244671581","44277.8427026504","45353.2599997077","47011.657598012","49239.1939572439","49363.6971964824","45065.7534943592","46202.4151628454","47171.0220648002","46277.5562828706","45715.6468163534","45239.3688031623","45151.5121556712","45983.3133332131","47057.6190471053","",
"Fiji","FJI","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1774.20573816305","1774.50063649644","1775.60117833445","1825.16453626879","1853.66169273607","1751.37948333341","1705.63559440035","1887.44738891863","1992.03716065106","2000.58632827665","2207.62638196224","2310.56226418753","2432.21187136774","2659.33517112728","2674.06743742732","2635.99550314734","2657.76283757061","2764.15282903155","2764.43392750186","3041.52014199017","2928.12849940907","3038.38659747777","2783.01832995999","2605.76013717755","2764.07048255864","2594.705242333","2768.9959388615","2574.4436163358","2594.76347888397","2781.21121460971","2926.35162098871","2820.84003366271","2956.49941185905","2977.50254445115","3085.86438143906","3122.91340774269","3235.35729998179","3130.72019088012","3141.87758042866","3392.17276350373","3315.06747465363","3368.93086045079","3470.4582668619","3501.14096814111","3678.9257844854","3689.06738165446","3732.00347538386","3667.45254127608","3667.86084312716","3580.397018652","3651.96678405546","3719.88948038608","3744.27710899852","3894.26253829577","4084.19978653398","4211.05887799892","4195.96809601537","4322.98623766442","",
"France","FRA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","12991.2677157891","13524.4492898749","14224.481981772","14775.0591562818","15532.6347258984","16087.9229861581","16764.2319210598","17409.9659363379","18023.8108375959","19148.5087760733","20058.6816797054","20951.6528120921","21705.1608504203","22866.7209449323","23652.7613411661","23261.1280785167","24136.1347756493","24867.5019495597","25770.5756498831","26599.3766427339","26919.1943109963","27089.3661778818","27633.2437984653","27832.1386790419","28099.0714163019","28391.8294326453","28887.9793413264","29452.1406977034","30657.6459435035","31801.8743779472","32543.9424217428","32855.9959897504","33216.0089959065","32869.7789732528","33515.7135122261","34091.167447884","34442.184394041","35122.7462838501","36237.9630044732","37280.3410691582","38460.6821008145","38928.03030647","39078.198702169","39120.1961408612","39915.2645417897","40252.4182186225","40922.0832260575","41630.09373701","41478.9374058427","40052.3051204039","40638.33400426","41283.1481006903","41158.8849843807","41183.510959426","41374.7612490442","41642.3104260915","41968.9815739992","42567.7436477565","",
"Faroe Islands","FRO","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47397.9029229641","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2320.58279450142","2294.3702874762","2301.68872609914","2330.42396351561","2361.38650422257","2473.40607947508","2506.23133047285","2644.51563694383","2577.72640758689","2721.86231491821","2617.98966744343","2455.6082009246","2534.35559448518","2579.48168120228","2706.82954206421","2760.98494399962","2782.27325811676","2840.87394410679","2758.10425441164","2824.93040815082","2834.90563100836","2795.30174172956","2749.00660466146","2795.22639189605","2861.77134805435","2961.78722819498","2901.88146811042","2784.55791433293","2716.32262627632","2838.86966486719","2845.01155399004","2919.1662313269","",
"Gabon","GAB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","4377.37600884907","4974.12311487852","5285.53845432329","5537.40023189547","5706.43350576333","6080.71525421083","6237.16789509845","6361.73770376408","6382.47213807898","6752.36564593008","7189.07592177156","7773.60618534696","8494.08717593729","9186.71199019343","12571.253706215","14683.4256734625","19492.7972027752","16663.5296748042","12365.3727477418","12130.6734828718","12139.6404103832","12443.7058879182","11755.2837101277","12096.5707639622","12665.8002259944","12042.4294662944","11624.3805939354","9369.4503060807","10284.520313143","10860.2042631797","11117.0777373171","11482.9370464357","10835.0960766628","10969.7815338141","11085.1948257608","11342.2071049481","11459.4580434804","11816.5372904898","11925.7828108198","10593.2390717713","10137.5499042882","10098.6008551862","9823.25171936518","9788.87886565389","9595.85122382378","9579.35508890545","9041.6742621588","9299.46390626373","8715.45571578495","8449.93871076307","8754.11337590957","9060.66267261955","9212.29155443224","9408.00516911195","9508.1816353576","9598.30422796355","9553.49515353037","9385.81439142876","",
"United Kingdom","GBR","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","13827.4496385702","14075.859420582","14142.2552886594","14592.1446600407","15227.9942651415","15552.4581437103","15783.9188434693","16061.9457508235","16620.8698534702","16891.6220330513","17934.1914233533","18481.7312079758","19211.5565102857","20422.4890665009","19906.8423382163","19613.8638199645","20189.6056528455","20689.6570174983","21557.8497405212","22344.3683774667","21865.1280768346","21688.996340987","22132.9982467986","23059.570217066","23547.1646756091","24479.4254258214","25185.8304019841","26465.9950111805","27925.0812363712","28568.1265388053","28691.2928745059","28291.9219603782","28321.0345262059","28967.1550453556","30014.5813988982","30674.6055465252","31373.3411897037","32556.3166954329","33480.1660134045","34442.1070945849","35576.7668473642","36341.7097504855","37077.6483548939","38132.8410859077","38813.0216936727","39740.9029213191","40418.747304743","41050.4059264847","40536.1348574428","38545.9158164225","38893.0184937365","39150.7560185113","39455.4121361028","39996.5019019858","40908.7458550667","41536.9191150355","42039.7363643926","42514.487450259","",
"Georgia","GEO","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","1780.41583592417","1892.8132837997","1991.48392877266","2061.44764666478","2139.83103016702","2374.67929018263","2408.16329346253","2451.56959165516","2587.60906420362","2791.19052875226","2975.16848980397","3133.9013675868","3327.27542818603","3553.65521617711","3787.58082285238","3927.6643842858","4100.77344468669","4147.58669974176","4288.15894242394","4482.43554358543","4662.88382799537","4243.8190357257","4262.88755272382","4455.38165619432","4123.9615368449","3515.05212798362","2753.93454702108","1505.710763526","1056.38725462303","956.160390930301","1007.46289347755","1148.91236148887","1293.44405481564","1346.76999312396","1396.24043028097","1432.91442911679","1512.69405408667","1606.26250817906","1807.11124132613","1937.0721598907","2150.66923274231","2384.0028230795","2719.38585282976","2821.08074589096","2753.63928495751","2964.47704071102","3220.39135649859","3469.67168932773","3633.74088240035","3851.72340975845","3973.2193543085","4083.99816381356","4283.92118838704","",
"Ghana","GHA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1053.28024598936","1055.41237412094","1064.83106742054","1078.56759858164","1071.60515941393","1058.48509341864","990.238079019528","999.605892373647","983.330231668233","1020.50270566286","1093.72902193797","1120.75722516164","1062.04029218852","1061.52748741549","1104.25184900134","944.635717046544","893.826675744963","899.223596562946","959.93428810963","918.383787057143","901.253753711164","844.996005366149","761.12643120493","701.535496780605","736.444072595447","749.287427356803","764.901182030968","779.155214341899","800.860784653623","819.143780562992","823.59185960305","843.381992238032","852.059451817242","869.073324138616","873.907735993394","886.487912238085","904.348733209219","919.651570204465","940.046971063211","957.97972645161","969.235543697794","982.94482538361","1001.25024600747","1026.41105302974","1056.01343699599","1089.48179646328","1129.25348363069","1147.88069874962","1220.72836585507","1247.46306578825","1312.60755731025","1460.6600219263","1558.47590010693","1633.5142468153","1642.42347531732","1640.46100772852","1659.48416295925","1755.60465264131","",
"Gibraltar","GIB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","552.322694956107","554.467138622554","571.043735284243","571.698666099403","569.719339440412","554.046550885593","539.61852978667","534.837044744218","527.984005347457","529.374822878537","535.220157168526","549.082789734803","558.02855484555","569.227728872778","573.223454598031","583.424778301072","602.395953713046","598.616262106025","600.980415373003","606.874402325143","601.503700431188","628.869252760199","640.519764420491","619.358819779516","634.923105379227","655.911209679412","679.553629130695","690.672093625672","699.963758325197","709.477789380634","764.404313184608","824.106715700594","",
"Gambia","GMB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","422.353636326845","414.076767432048","443.950142152578","444.026945894958","459.246611669145","446.070135577123","433.631310901852","458.925758041984","470.861100709048","513.415687745697","535.39727470419","538.348947450942","556.211926771259","532.574190509501","547.975758706107","547.129799961142","523.849892535357","559.267811371133","556.024934551089","528.161393833331","525.03176546862","512.808160000037","511.028513737771","517.765310411162","515.330478440116","513.051275939595","514.022905550304","514.466447854607","501.111615158669","491.594016852014","488.556239236962","498.203641848062","501.083534361185","517.776709266948","530.102407227188","543.786219160641","509.722542231703","527.505574199683","546.776033406421","524.513949077244","513.755511404262","515.773110969306","528.372791498617","544.959790809939","562.483781687741","521.612703725505","533.77804430113","542.133088782248","520.646785433345","534.54927934236","520.680121218082","528.325211088792","",
"Guinea-Bissau","GNB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","487.504483532673","459.131572814303","478.366324219586","474.216795572696","487.670732198991","519.496297174235","541.224224379723","500.758996015451","565.238029524084","573.62373142858","477.063537670454","554.284715962639","564.968079433355","532.065720391365","565.464541157426","574.20187180189","555.973388864977","558.763901994481","571.076991810118","591.950928208654","613.318258483788","629.137541622057","620.710191390501","618.742861524935","624.222831222154","638.174281430377","698.722351725131","731.10313010969","516.819263399725","513.18973207977","531.27699275506","532.505152826379","516.656564931968","508.70839129434","511.473814083725","521.517083763598","521.538308460188","526.15718018361","530.221652387744","534.862661584468","545.704120821919","574.940738891282","550.610645121367","553.8787042278","544.882469860819","563.678890468175","584.079203002464","603.500373692567","",
"Equatorial Guinea","GNQ","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","645.544405543079","645.527130262814","613.079210652012","594.920485670849","558.969580596202","594.511974224745","554.207467407727","557.807078521036","555.321324870288","532.85130834621","507.895779429347","486.984677763978","635.249741831416","682.164150092276","768.866811590765","871.588665703865","1398.89266070311","3364.35289935585","4002.27095204312","4831.0726534306","5484.30083211726","8603.95567942875","9867.56210256795","10788.0289067518","14266.9279168741","15941.6469781702","16413.5404083651","18075.1767611423","20333.9404431737","19684.6970059263","17136.4456757583","17461.5519241769","18106.3366583104","16634.7666316242","16028.2492466384","13998.3672859216","12320.5246460161","11287.8590871737","",
"Greece","GRC","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","6779.88678295592","7476.29745734067","7545.85721616941","8279.94280731231","8931.28391212882","9724.57220201183","10241.8149619167","10715.5882974665","11355.5742613309","12434.2251126829","13392.3081358857","14379.9007450618","15738.2824730944","16934.8024450683","15786.2695800376","16634.4748313228","17500.3129206643","17782.1208458912","18825.0906239721","19202.0550826147","19143.1241110279","18677.4750732207","18352.4398564881","18049.1837420238","18320.5841977454","18707.5689832413","18742.3160580413","18257.8040269463","18971.6435058095","19590.0677863798","19383.934648323","19746.3821359444","19733.2904130851","19303.6669844654","19591.3995220489","19909.5296030908","20389.3180153866","21198.7906496062","21902.738778458","22489.3159600447","23275.4443060502","24111.4174535329","24965.5940271221","26349.2773362358","27614.4059346282","27698.5106148475","29176.3928664896","30054.8893883805","29874.7434456727","28514.8100942614","26917.7589787254","24495.7111345202","22830.5267787719","22251.2572924131","22565.6804825426","22648.7698813993","22687.6003260908","23027.4134527969","",
"Grenada","GRD","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","2945.87867445821","3141.93622486434","3336.86851616729","3302.72761292899","3295.38000241539","3338.44095104841","3355.4001085732","3388.50421972637","3538.39548437468","3783.98087151541","4159.92056516128","4340.90682983799","4559.93565346305","4771.7745804548","4829.31277399017","4751.55690218464","4606.02408925712","4632.19695729141","4690.72859374311","4872.62031199554","5100.50996953621","5689.47728757345","6073.98403259604","6359.78066890248","6216.99379352072","6414.88293712046","7003.1232769096","6938.73601594546","7837.34957346536","7501.839738686","7936.07928556244","7984.7603323971","7430.5382750556","7365.64153786657","7393.87420416663","7280.33379876124","7421.41179327099","7932.66570685821","8407.1811214647","8681.09548228058","9077.32209649112","",
"Greenland","GRL","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","15656.4729016411","17401.3188157865","18055.461814736","19008.827909677","19890.5550639839","19978.734734742","21126.7150112384","23130.1993274424","24621.5604407947","25610.1031611625","27499.3834842896","27248.0986152271","25790.9724005255","26375.3367208026","24724.4610195573","25387.6140366334","27036.990708914","28211.9211584797","29412.2423364339","31087.3204227791","27295.9523444254","27314.107194088","26011.6275626403","24748.533678432","26073.0270997514","26899.8018575843","27262.4139043324","27613.480696594","29702.688972125","30111.9577032899","32193.0025213682","32514.7598494986","32051.665664368","33380.2099332889","35645.6010702786","37352.8925366913","39539.9157055674","40626.7814272793","43305.7027608534","43684.587199796","43988.3324931946","43781.4625641366","44454.3735497748","43954.0216096558","46443.7634176959","46738.0622579051","50255.1169982346","","",
"Guatemala","GTM","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1461.76234556511","1480.50698619567","1488.87806723559","1584.3484464164","1610.43182625049","1632.64161856812","1673.34627442285","1692.37790605017","1788.40143989875","1820.37348160861","1870.7853360951","1921.02018746301","2005.98790420782","2084.86779356859","2159.69526806382","2145.3341346078","2246.04374926487","2361.92120124219","2419.71372379473","2472.35235869564","2502.86037763974","2457.29985910655","2312.23238104129","2197.45510015023","2154.7112005621","2090.3392787723","2044.07751396144","2067.39724292558","2098.44605313025","2131.07728443524","2146.59332971006","2173.62843618453","2225.9194803269","2259.76492767983","2296.92958705921","2355.89243975176","2371.31014353951","2420.02522296274","2484.75848087786","2522.85962195377","2554.77971012693","2554.25685491948","2591.3275915765","2594.92427849646","2614.71093053351","2638.28859289711","2717.76156313084","2825.13608898651","2854.0679293609","2806.98676179656","2825.51902943213","2880.41236603134","2903.39080511646","2947.97655920835","3007.89807326843","3069.04133520836","3100.97895636343","3124.20824715333","",
"Guam","GUM","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27723.6367750652","27883.240173408","29604.1479791411","30592.1607999249","29375.276247165","29576.8960380147","30054.2028456599","30111.6816042731","30700.4340081784","30693.1274789777","31257.1569439436","31747.8545900619","32179.3571798863","32194.0318229081","32056.864835798","31857.7336337623","",
